# TERNA average load,,,,,,,,,,,,,,,,,,,,,,,,
# EOP or BOP unclear,,,,,,,,,,,,,,,,,,,,,,,,
# MW,,,,,,,,,,,,,,,,,,,,,,,,
# column is hour of day,,,,,,,,,,,,,,,,,,,,,,,,
Datestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7/17/2008,35519,33891,32774,32414,32609,33111,38017,44353,49375,51836,52359,52286,49643,50130,50875,51038,51066,49220,47343,45142,45115,43889,40414,38053
7/18/2008,35375,33948,32981,32734,33040,33889,38286,44348,49443,51602,51982,51548,48862,49185,49356,49784,49604,47842,46295,44609,44146,43100,40106,37704
7/19/2008,35268,33583,32522,31976,31690,31148,33135,37525,40785,42874,42937,41897,40025,38329,37925,37709,38209,38446,38477,38556,38651,38396,36076,33991
7/20/2008,31710,30177,29163,28460,28433,27203,27480,29366,31442,33158,33839,34235,33769,32997,32688,32240,32394,32738,33708,34413,36314,36622,34892,32860
7/21/2008,30764,29510,28744,28712,29426,30945,36508,42959,48643,50554,51349,51336,49004,49957,50705,50683,50649,48714,46727,45076,45065,43685,40425,37725
7/22/2008,35063,33621,32782,32404,32530,33101,38102,44006,48715,50682,51149,51062,48208,48716,49196,49583,49632,47803,46025,44331,44032,42801,39546,36678
7/23/2008,34139,32714,31803,31498,31906,32577,36899,43114,47350,49277,49601,49538,46828,47467,48305,48596,48679,46982,45411,43792,43848,42626,39612,36746
7/24/2008,34371,32875,32041,31820,32060,33013,37258,43522,47954,49894,50561,50445,47738,48309,49119,49497,49603,47969,46048,44612,44493,43230,40194,37256
7/25/2008,34775,33163,32293,31889,32172,33127,37151,43001,47832,49832,50140,49962,47543,48059,48857,49161,49029,47706,45643,44211,44006,42846,40030,37501
7/26/2008,35011,32962,31876,31444,31256,31082,32690,36730,40120,41880,42225,41256,39303,37970,37475,37413,37775,38161,38295,38002,38518,37669,35328,33318
7/27/2008,31643,30137,29063,28580,28143,27695,27408,29388,31169,32709,33339,33798,33496,32380,32025,31797,32047,32444,33205,34099,36252,36658,34941,32668
7/28/2008,30802,29429,28591,28348,29075,30613,35831,42367,47738,50064,50740,50971,48894,49677,50334,50291,50343,48481,46629,45119,45554,43903,40571,37474
7/29/2008,35182,33564,32644,32377,32498,33422,37603,43849,49033,51379,52405,52658,50069,50838,51451,51939,51908,50211,48013,46223,46902,45252,42008,38934
7/30/2008,35877,34316,33278,32843,33069,33982,37980,44275,49369,52012,52659,52997,50746,51348,52054,52247,52144,50691,48879,47194,47903,45588,42318,39566
7/31/2008,36598,34443,33401,32937,33027,34028,37746,43996,48911,51295,51833,52280,50147,50631,51296,51426,51374,49845,47905,46566,46959,45248,42026,39026
8/1/2008,36201,34625,33501,32930,32929,33943,37520,43174,47665,50378,51022,51313,49693,49599,49982,49943,49793,48473,48403,45527,45614,43579,40478,36829
8/2/2008,34569,33037,31741,31114,30960,30603,31622,35315,38539,40630,41302,40938,40016,38784,38305,38324,38717,39078,39242,39161,39981,38923,36590,34483
8/3/2008,31986,30627,29504,28709,28502,27947,27364,29251,31473,33242,33787,34366,34297,33932,33593,33259,33228,33618,34251,34988,37446,37303,35516,33358
8/4/2008,30861,29623,28869,28273,28341,29560,32791,37990,42808,45067,45778,46480,45720,45898,46058,45963,45866,44547,43070,42178,43103,41385,38569,36063
8/5/2008,33112,31632,30716,30296,30227,31169,33905,38902,43597,45975,46723,47334,46167,46360,46675,46597,46675,45265,43942,42974,43916,42211,39321,36233
8/6/2008,33484,32132,31038,30542,30638,31466,33936,39017,43273,45757,46272,46796,45752,45715,45786,45623,45649,44608,43469,42078,42868,40775,38059,35261
8/7/2008,32549,31135,30152,29645,29847,30724,32639,37678,41936,44168,45001,45432,44590,44416,44569,44455,44592,43519,42671,41719,42983,40875,38153,35528
8/8/2008,32907,31297,30163,29691,29756,30606,32644,36933,41172,43289,43896,44279,43462,43128,42976,42679,42504,41696,40859,39883,40817,38677,36052,33366
8/9/2008,30791,29365,28367,27979,27656,27778,28280,31102,33957,35659,35964,36013,35387,34431,34058,34001,34366,34592,34770,34771,36124,34556,32274,30386
8/10/2008,28163,26851,25947,25255,25045,24912,24245,25747,27579,29111,29727,30224,30131,29551,29153,28934,29082,29470,30041,30849,33821,33105,31174,29218
8/11/2008,26964,25823,25153,24761,24924,25618,26876,30393,33504,35224,35553,36047,36062,35555,35584,35533,35653,35639,35510,35430,37182,35346,32611,30145
8/12/2008,27639,26659,25824,25405,25495,26249,27230,30441,33706,35388,35985,36273,36058,35531,35484,35483,35861,35919,35873,35940,37622,35543,33028,30589
8/13/2008,28023,26939,26071,25716,25752,26506,27580,30691,33973,35813,36253,36851,36638,36295,36124,36161,36484,36321,36306,36354,38225,36087,33513,31140
8/14/2008,28733,27497,26484,26030,26217,26768,27624,30651,33452,35222,35918,36397,36296,35771,35553,35403,35606,35738,35669,35885,37367,35182,32844,30337
8/15/2008,28234,26899,25858,25202,25017,25090,24513,25903,27668,28849,29508,29850,29381,28657,28508,27882,27834,28066,28681,29610,31648,30342,28773,26911
8/16/2008,25135,24251,23576,23280,23272,23938,23714,25761,28182,29511,29688,29796,29921,29387,29063,28783,29130,29552,30157,31046,32965,31180,29286,27474
8/17/2008,25387,24434,23483,23027,22970,23100,22246,23836,25573,27222,27666,27897,27595,27014,26649,26311,26454,27012,27846,29331,32199,30756,28967,27144
8/18/2008,25195,24166,23558,23174,23433,24788,26105,29652,33120,34534,34852,35327,34994,34559,34516,34559,34857,34888,34914,35326,37113,34610,32077,29681
8/19/2008,27474,26677,25924,25486,25738,26994,28118,31279,34759,36457,36964,37340,36756,36218,36250,36208,36658,36595,36261,36600,38230,35741,33215,30872
8/20/2008,28332,27141,26339,25997,26227,27235,28371,32002,35467,37228,37761,38176,37673,36973,37082,37126,37361,37081,37002,37308,38917,36347,33791,31147
8/21/2008,28620,27517,26815,26420,26727,27657,28874,32278,35653,37678,38298,38583,38125,37550,37687,37831,38103,37913,37451,37615,39239,36784,34062,31730
8/22/2008,29091,28389,27420,27213,27315,28224,29115,32561,36323,38243,38882,39329,38749,38355,38347,38159,38431,38207,38244,38169,39513,37111,34225,31972
8/23/2008,29672,28497,27384,27075,26960,27578,27847,30429,33361,35182,35592,35625,35264,34121,33870,33421,33905,34316,34537,35497,36540,34357,32219,30500
8/24/2008,27891,26694,25992,25447,25386,25814,24635,26084,28130,29796,30618,31058,30574,29926,29494,29267,29440,29960,30960,32386,35065,33729,31539,29801
8/25/2008,27128,26168,25540,25286,25899,27806,30556,35550,39894,41934,42679,42934,41549,42335,42418,42630,42874,42078,41090,41444,42492,39709,36686,33878
8/26/2008,31307,30491,29776,29455,29706,31127,33295,38146,42622,44541,45261,45498,43668,43773,44323,44469,44649,43434,42225,42965,43782,40407,37412,34731
8/27/2008,32225,31179,30441,30398,30340,31945,34383,39124,43739,45741,46260,46563,44675,44954,45125,45103,45177,44092,43101,43455,44146,40893,37798,35038
8/28/2008,32831,31489,30620,30442,30715,32192,34789,39563,44259,46415,46772,46802,45054,45184,45619,45706,45821,44350,43519,43774,44346,41193,38305,35464
8/29/2008,33178,31676,31033,30526,30875,32421,35170,39929,44501,46578,47268,47013,45293,45416,45848,45931,45958,44696,43590,44465,44751,41592,38322,35971
8/30/2008,33240,31807,31076,30537,30253,30633,31213,34123,37192,39179,39654,39393,38296,36843,36572,36677,36939,37579,37978,39410,39644,37087,34837,32771
8/31/2008,30135,28963,27804,27190,27131,27515,26505,28077,30376,32031,32727,33033,32572,31781,31488,31200,31309,31919,32712,35319,36863,35498,33682,31121
9/1/2008,29408,28257,27706,27542,28369,30843,35664,41526,46556,48459,49257,49563,47447,48552,49388,49790,49864,47744,46015,47030,46442,42992,39602,36679
9/2/2008,34184,32967,32165,31980,32217,34245,37556,43407,48755,50871,51489,51446,48764,49176,50354,50862,50593,48809,46842,48290,47221,43483,40256,37193
9/3/2008,34813,33455,32829,32497,32495,34102,37822,43580,48782,50633,51501,51508,48717,49565,50698,50873,50845,48981,46982,47814,46949,43388,40059,37324
9/4/2008,34609,33445,32555,32081,32425,34339,37580,43299,48874,50896,51627,51778,49253,49789,50625,51069,50934,48888,47419,47257,46851,43775,40386,38097
9/5/2008,35059,34120,33253,32716,32936,34459,38065,43666,49001,51507,52333,52276,49887,50257,51180,51245,50937,48042,47280,48757,47094,43485,40231,37240
9/6/2008,35681,33819,32575,32228,31804,32364,33402,36929,40456,42787,43141,42813,40912,39629,39335,39329,39555,39939,39944,42464,41560,38745,36463,34207
9/7/2008,31914,30242,29164,28631,28381,28779,28441,29452,31788,33703,34503,35315,35067,34238,34246,33686,33497,33922,34461,37801,38263,36698,34712,32502
9/8/2008,30591,29226,28548,28300,28804,31468,36008,41861,47353,49194,49704,49217,47589,48870,49612,50024,49948,48129,46136,47773,46712,43290,39818,36892
9/9/2008,34370,33005,32220,31782,32194,34011,37617,43254,48219,50383,51492,51434,48893,49579,50635,51086,51029,49058,46813,48830,47024,43558,40053,36872
9/10/2008,34506,33018,32422,31878,32072,33947,37761,43882,48726,50566,51263,51381,48796,49952,51120,51650,51713,49790,48095,49826,47995,44106,40492,37492
9/11/2008,34812,33761,32802,32566,32713,34763,39101,44779,49108,51154,52335,52731,50017,51025,51793,52344,51962,50024,48314,50123,48056,44510,40844,37951
9/12/2008,35343,34201,33349,32825,33230,35049,39555,45100,49652,51857,52376,52535,49779,50171,51008,51740,51008,49923,47866,49361,46913,43171,39789,36732
9/13/2008,34509,33098,32187,31831,31338,31838,33713,36666,40234,42034,42291,41339,39018,37091,36291,35962,36074,36593,37539,40068,38400,35447,33306,31165
9/14/2008,29380,27853,26880,26418,26325,26656,26701,27137,29358,31383,32250,32598,31932,30427,29921,29482,29353,30027,31116,35069,34807,33259,31182,28746
9/15/2008,26963,25902,25421,25572,26268,29155,35017,40720,44923,46276,46520,45959,42970,44134,45030,45197,45034,43149,42636,45082,43331,39795,36076,33319
9/16/2008,31225,29938,29378,28976,29758,31612,36366,41914,45635,46776,46536,46318,43066,43995,44990,45133,45285,43403,42609,45374,43856,40385,36594,33493
9/17/2008,31172,30198,29505,29331,29598,31415,36569,41744,45257,45924,46305,45756,42861,44246,44604,44930,44648,42997,42851,45895,43705,40244,36617,33792
9/18/2008,31573,30508,29595,29523,29827,31889,36992,41960,46007,46986,47157,46672,43564,44276,45475,45335,45341,43766,43483,46332,44115,40553,37036,33942
9/19/2008,31476,30250,29534,29399,29784,31481,36617,41724,45534,46797,46850,46739,43680,44204,44969,45160,44967,43666,43949,45328,43085,39763,36351,33678
9/20/2008,31296,30059,29315,28726,28666,29145,31605,34593,37307,38179,37956,36572,34773,33567,33409,33091,33216,33710,35078,38885,36750,34162,31881,29679
9/21/2008,27761,26201,25390,24919,25025,25369,25852,26512,28754,30421,31179,31617,30567,29220,29054,28797,28598,29258,31283,34501,34347,32945,30628,28319
9/22/2008,26869,25818,25510,25602,26283,29080,35199,40419,44417,45414,45346,44629,41802,42971,44029,44183,44270,42398,42436,45647,43340,39567,35938,33369
9/23/2008,31014,29669,29126,29151,29616,31616,37171,42433,46251,47276,47281,46691,43217,44208,45313,45537,45284,44118,43775,46099,43730,40450,36755,33274
9/24/2008,31565,30336,29735,29625,29912,32071,37221,42012,45479,46728,46562,46536,43410,44147,45131,45105,44902,43448,43985,46171,43820,40337,36771,33626
9/25/2008,31553,30260,29770,29437,30051,31912,37196,42527,46250,47075,46672,46234,42920,43529,44654,44798,44722,43528,43711,46108,43736,39936,36539,33667
9/26/2008,31538,30360,29640,29636,30002,31916,37175,42407,45950,46803,46579,46178,43257,43391,44379,44815,44382,43030,43648,45813,43597,39881,36630,33643
9/27/2008,31586,30123,29306,29004,28985,29656,32469,35508,38339,39286,38977,37760,35642,34173,34051,34001,34275,34808,36723,39411,36851,34406,32296,30094
9/28/2008,28097,26232,25482,25229,25455,25641,26298,27007,29403,31170,31793,32175,31278,29716,29433,29134,29080,29742,32162,35834,35092,33021,31207,28404
9/29/2008,26773,25886,25495,25553,26252,28997,35679,40814,44556,45373,45326,45073,41876,42906,43923,44077,43957,42446,43421,45780,43537,40093,36447,33527
9/30/2008,31241,29876,29359,29281,29382,31424,37485,42434,45925,46954,46748,46342,43290,44006,44989,45172,45103,43751,45199,46254,43971,40408,36707,33583
10/1/2008,31079,30016,29424,29224,29533,31612,37357,42252,46026,46611,45676,45985,43192,43875,44882,45183,45093,43773,45267,46466,44124,40607,36913,33720
10/2/2008,31469,30371,29555,29457,30007,31831,37662,42899,46332,47471,47253,47368,43593,43913,45342,45018,44981,44155,45333,46031,43864,40485,36894,34813
10/3/2008,31967,30687,29909,29785,30303,32341,37232,42022,45994,46939,46715,45915,42875,42578,44419,44599,44727,43138,44661,45334,42715,39281,35867,33245
10/4/2008,31096,30041,29389,29099,28828,29431,32113,34910,37608,38731,38527,37625,35579,33665,33587,33435,33726,33918,36793,38722,36441,33826,32049,29766
10/5/2008,27949,26174,25250,24821,24982,25392,26419,27107,29458,30991,31040,31344,30476,28895,28661,28756,28392,29234,32514,34923,33958,32502,30279,27676
10/6/2008,26209,25456,25040,25047,26002,28669,35009,39978,43751,44485,44245,43411,40761,42113,43219,43428,43208,42083,43904,44824,42531,38969,35286,32530
10/7/2008,31091,29909,29354,29271,29602,31485,37292,42272,45721,46489,46414,45682,42538,43499,44349,44564,44412,43495,45655,46128,43636,40161,36068,33165
10/8/2008,31262,30233,29651,29361,29672,31801,37345,42371,45642,46291,46251,45858,42732,43503,44608,44943,44577,43169,45923,46435,43983,40392,36465,33422
10/9/2008,31379,30276,29538,29581,29783,31775,37653,42222,45871,46518,46236,45612,42454,43497,44474,44543,44303,43151,45501,45852,43479,40052,36241,33345
10/10/2008,31784,30306,29556,29501,29945,31988,37651,42441,45657,46404,46206,45895,42760,43323,44188,44410,43962,42910,45763,45725,43105,39620,36239,33388
10/11/2008,31691,29933,29321,28842,28777,29465,32582,35213,37795,38907,38196,37512,35473,34089,34116,34033,34330,34627,39062,39903,37226,34882,32321,30100
10/12/2008,28018,26829,25958,25381,25372,25748,26938,27124,29721,31156,31568,31844,30981,29627,29150,28817,28954,29524,34397,35681,34897,33083,30710,28314
10/13/2008,26350,25642,25267,25155,26096,28791,35618,40658,44167,44807,44845,44724,41633,42783,43923,44372,43973,42842,46217,45629,43417,39421,35518,33363
10/14/2008,31113,29976,29396,29075,29563,31843,37621,42791,45979,46753,46149,45992,42558,43611,44573,44590,44610,43542,46865,46216,43588,40199,36186,33151
10/15/2008,31715,30336,29727,29610,30037,32135,37875,42596,46061,46688,46462,45919,42576,43970,44992,44757,44552,43542,46995,46119,43828,40334,36589,33712
10/16/2008,31532,30317,29660,29515,29939,31975,37935,43027,46611,47354,46862,46445,42944,43877,44820,44997,44918,44076,46958,45853,43497,40068,36579,33783
10/17/2008,31718,30488,30029,29833,30299,32068,37822,42727,45775,46892,46475,45910,42836,42990,44361,44384,44287,43411,46976,45734,43124,39673,36223,33513
10/18/2008,31040,29597,28825,28374,28298,29093,32709,35839,38051,39211,38815,37882,35945,34295,34133,33912,34169,35159,39674,39180,36639,34368,32342,30318
10/19/2008,28098,26533,25608,25329,25294,25494,27036,27425,29635,31367,31791,31921,31293,29767,29314,28956,29044,29927,34847,35634,34773,33249,30982,28445
10/20/2008,26731,26110,25506,25405,26235,29249,36013,41366,45212,45978,45728,45310,42181,43238,44205,44313,44180,43368,46917,45678,43268,39870,36170,33301
10/21/2008,30971,29605,29174,28895,29360,31631,37525,43176,46487,47079,46760,46150,42631,43494,44745,44942,44985,43979,47399,45880,43671,40067,36348,33523
10/22/2008,31146,29863,29517,29267,29648,31717,37718,43392,46157,46925,46480,45918,42726,43484,44629,44738,44895,44571,47447,45793,43487,40191,36371,33235
10/23/2008,31351,29956,29421,29386,29571,31656,37336,43287,46172,47105,46687,46332,43019,43636,44629,44998,44889,44387,47303,45724,43454,39842,36420,33475
10/24/2008,31207,29949,29170,29188,29704,31733,37439,43037,45956,46612,46332,45687,42385,42764,43892,44171,44030,43907,47375,45686,42876,39466,36286,33527
10/25/2008,31154,29768,29091,28752,28608,29398,32541,35708,38141,38931,38514,37387,35659,34056,33849,33883,34250,35163,40223,39445,36881,34485,32166,30503
10/26/2008,28095,27353,25093,25001,25826,26130,28272,30344,31429,31774,31963,30977,29750,29475,29009,29813,34497,36051,35332,34399,32665,30287,28083,26397
10/27/2008,25658,25313,25455,26154,29189,35267,41306,45117,45710,45710,45254,42179,43424,44837,45313,46552,48631,47393,45119,42863,38957,35170,32456,30571
10/28/2008,29374,28646,28746,29346,31600,36826,42412,45963,46655,46451,46066,42838,44083,45489,46342,47699,49030,47512,45010,42643,39029,35250,32210,30511
10/29/2008,29223,28916,28609,28646,29221,31150,36452,42108,45666,46822,46942,46436,43129,43662,45363,45668,47008,48600,46986,44877,42065,38521,35007,32330
10/30/2008,30369,29036,28374,28336,28759,30788,35594,41273,45422,46339,46207,45479,41749,42702,43816,44358,45867,48097,46880,44534,42027,38430,34913,32139
10/31/2008,29915,28480,28081,28062,28304,30389,35419,40861,44784,45858,45701,45473,42380,42511,43886,44334,46118,47322,45717,43061,40128,36686,33385,30839
11/1/2008,28548,27029,26303,25711,25335,25026,25520,27026,29414,30686,30801,31175,30342,28799,28562,28228,29666,34527,35300,34595,33143,31172,29347,27020
11/2/2008,25197,23869,23145,22827,23140,23792,24185,25629,28198,29467,29763,30388,29778,28601,28171,27901,29205,33965,34727,34585,33684,31505,29374,26841
11/3/2008,25104,24258,23913,24051,24634,27272,33210,39061,43332,44152,44322,44189,41107,42297,43903,44324,46049,47580,46149,44132,41738,38198,34498,31791
11/4/2008,29469,28171,27687,27724,28281,30409,35649,41609,45513,46541,46690,46348,43192,44033,45551,46173,48314,48682,47184,44921,42357,38649,34829,31960
11/5/2008,29729,28656,28159,27895,28544,30401,35679,41091,44541,45522,45747,45253,41932,42516,44030,44772,46140,47932,46663,44219,41900,38429,34646,31912
11/6/2008,29636,28512,28014,27638,28117,30457,35566,43050,44576,45637,45783,44964,41908,42469,43850,44513,46151,48156,46257,44132,41609,38426,34951,31804
11/7/2008,29666,28578,28036,27736,28187,30124,35513,40498,44443,45336,45321,44484,41227,41304,42774,43162,45043,47249,45924,44161,41231,37795,34542,31392
11/8/2008,29316,27815,27398,27065,27086,27877,29929,33576,35963,37225,36663,35814,34185,32778,32348,32551,34928,38957,39213,38015,35742,33161,30979,28898
11/9/2008,26769,25171,24372,24214,24182,24639,24727,25918,28539,30106,30359,30968,30265,28733,28462,28450,30271,34594,35312,34983,33902,32232,29907,27086
11/10/2008,25452,24618,24179,24130,24933,27412,33629,39708,43798,44229,44490,43990,40772,41664,42782,43835,45886,47570,46464,44659,42974,38780,34886,32153
11/11/2008,29898,28577,27810,27642,28163,30411,36242,42205,45755,46359,46418,45799,42429,43289,44786,45171,47554,49240,47639,45258,42837,39110,35548,32428
11/12/2008,29966,28836,28388,28167,28544,30752,36260,42544,45930,46838,46895,46296,43208,44211,45584,46447,49142,49395,47691,45359,42918,39384,35745,32837
11/13/2008,30204,28871,28224,28077,28494,30555,36445,42543,46182,47482,47471,46954,43599,44199,45667,46318,48639,49156,47654,45354,42775,39148,35787,32712
11/14/2008,30187,28702,28159,27852,28521,30690,35540,41550,45495,46152,46233,45129,42253,42756,43302,44004,46667,48334,47017,44685,41706,38135,35055,31988
11/15/2008,29677,28358,27451,27270,27166,28026,30932,33909,36659,37948,37373,36612,34797,33301,33342,33468,36121,39420,39844,38608,36335,34050,32056,29638
11/16/2008,27024,25617,24884,24453,24381,24966,25620,26429,29014,30739,31142,31557,30493,29226,29089,28991,31368,35011,35699,35748,34904,33169,30638,27921
11/17/2008,26141,24800,24353,24548,25053,27847,34502,40763,44519,45220,44935,44062,41340,42306,43527,44206,46694,48343,46875,44772,42311,38787,35240,31755
11/18/2008,29489,28235,28003,27664,28267,30585,36464,42806,45942,46545,46611,45972,42582,43521,44906,45199,48516,49254,47871,45832,43516,39779,35573,32111
11/19/2008,30093,28963,28347,28322,28784,31082,37092,42434,46117,46599,46192,45730,42433,43059,44443,45152,48091,49802,48718,46521,43691,40155,35864,32466
11/20/2008,29901,29016,28317,28160,28768,31053,37163,42600,46050,46614,46080,45438,42188,42703,44584,45286,48465,49431,47860,45564,43145,39503,35706,32691
11/21/2008,30853,29173,28524,28416,28974,31175,37244,43223,46630,47283,47034,46426,42904,43635,44851,45662,48028,49014,47749,45108,42578,39098,35382,32271
11/22/2008,30541,29126,28432,28041,27643,28395,31725,34895,38071,39022,38657,37806,36174,34588,34824,35171,38758,41123,41486,40316,37763,34977,32994,30483
11/23/2008,27580,25800,24971,24530,24654,24958,26322,26907,29502,31956,32578,33173,31965,30429,30253,30636,33560,36871,37508,37549,36609,34437,31926,28704
11/24/2008,26862,25772,25487,25416,25870,28850,35891,41953,46001,48017,47612,47255,43946,45227,46922,47071,49990,50392,48657,46192,43691,39958,36005,32691
11/25/2008,30353,28784,28357,28087,28622,31173,37455,43539,47908,48814,48741,48224,44477,45464,46735,47411,50586,51086,49154,46715,44454,40773,36455,32740
11/26/2008,30657,29185,28584,28564,29060,31532,38299,43930,48042,48665,48304,47753,43961,44505,45982,46753,50212,50984,49299,47073,44343,41064,36935,33383
11/27/2008,30894,29468,28926,28698,29241,31450,38235,43905,47508,48732,48165,47471,43960,44489,46081,46777,50120,50870,49326,46855,44207,40406,36416,33288
11/28/2008,31910,30467,29904,29672,30088,32486,38481,44819,48600,49347,49433,48693,44657,44984,46382,46985,49611,49305,47638,44849,41750,39163,35433,31663
11/29/2008,29664,28280,28008,27561,27405,28279,31416,34753,38401,39380,38619,37831,35473,34466,34783,35402,38595,40460,40700,39715,37764,34971,32485,29806
11/30/2008,27332,25025,23938,23351,23527,24361,25359,26256,28809,31019,32272,32936,31723,29944,30059,30087,32837,35401,35914,35828,34825,32783,30827,27643
12/1/2008,26143,25188,25008,24910,25708,28426,35382,41888,45879,46931,47038,46637,43349,44380,45888,46467,49861,49751,48028,45681,43312,39989,35843,32296
12/2/2008,30032,28775,27991,27995,28539,31043,37628,43953,47729,48684,48012,47522,43913,44991,46746,47161,50902,50682,48937,46620,44192,40588,36549,33157
12/3/2008,30462,29146,28617,28771,29151,31557,38277,44001,47861,48822,48399,47690,44361,44903,46272,46982,50454,50625,49206,46905,44149,40594,36310,32939
12/4/2008,30448,29018,28446,28383,28967,31335,38026,43978,47391,48610,48174,47560,44286,44878,46554,47114,50812,50637,49043,46782,44288,40610,36646,33008
12/5/2008,30253,29123,28505,28534,29022,31515,37810,44209,48013,49046,48856,48407,45039,45508,46621,47529,50194,49927,48519,46029,43282,39963,36173,32569
12/6/2008,30140,28545,27758,27365,27438,28308,31658,35186,38055,39226,38480,37800,35881,34337,34633,34796,38621,40689,40741,39532,37431,34801,32551,29791
12/7/2008,27699,26245,25245,24757,24830,25418,26990,27758,30413,32519,32945,33267,32102,30231,30266,30615,34050,36943,37306,37041,35899,34031,31298,28830
12/8/2008,26498,25266,24308,24180,24148,24931,26595,27463,30072,32088,32547,32370,31571,30065,29957,30278,33793,36845,37689,37476,36566,34636,31622,28494
12/9/2008,26362,25297,24798,24768,25671,28857,36658,43258,47636,48670,48250,47604,44579,45306,46817,47992,51885,51531,49489,47119,44793,40947,36597,32867
12/10/2008,30239,29063,28463,28157,28660,31082,37826,44918,48492,49911,49810,49244,46015,46870,48091,48802,52187,51617,49527,47427,44586,40983,36479,32782
12/11/2008,30250,28779,28161,28155,28696,30949,37635,44692,48555,49756,49626,49386,45924,46495,47740,48543,51470,51307,49478,46935,44094,40907,36873,33021
12/12/2008,30045,28561,27844,27615,28141,30017,36137,43231,46888,48198,48163,47556,43563,43869,45349,45693,48646,48570,47031,44635,42010,38760,35233,31461
12/13/2008,28955,27436,26399,26223,26378,27433,31700,35924,38909,40304,39879,38867,36847,35414,35691,36461,40186,41827,42485,41109,38560,36363,33414,30534
12/14/2008,28120,26371,25463,24844,24901,25279,26811,28145,30694,33544,34549,34907,34036,32144,32195,32303,35881,37935,38535,38192,37245,34982,32288,28978
12/15/2008,26518,25197,24800,24721,25460,28018,35264,42629,46919,48031,48113,47740,44310,45532,46581,47183,50370,50038,48107,46038,43625,40043,35930,32020
12/16/2008,29117,27788,27152,26904,27535,30212,36778,43938,47490,48264,47872,47375,44010,44941,46272,47122,49941,50075,48256,46171,43731,39959,36264,32212
12/17/2008,29596,28089,27516,27431,27714,30279,36861,43845,46948,47493,47100,46408,43086,44079,45040,45767,49276,49642,48019,45728,43141,39926,35713,32009
12/18/2008,29368,27885,27252,27177,27644,29838,36166,42914,46030,46755,46347,45808,42281,42995,44533,45359,49019,49380,47809,45261,42572,39797,36092,32562
12/19/2008,29448,27876,26861,26607,27184,29030,35432,41824,44874,45325,44760,44012,40750,40877,41773,42428,45918,47041,46073,43692,41071,37885,34516,31030
12/20/2008,28350,26783,25750,25535,25639,26962,30603,34370,36728,37852,36935,36012,34085,33226,33251,33492,37242,40167,40574,39740,37550,35135,32316,29861
12/21/2008,26955,25077,24092,23614,23540,24217,25884,27206,29815,31914,32353,32216,31272,29713,29656,30034,33116,36321,37085,36785,35366,33522,30787,27565
12/22/2008,25016,23632,22812,22834,23175,25210,30400,36010,40284,41796,40570,39936,37224,37415,38249,38871,42329,44218,43073,41186,39021,36178,32276,28670
12/23/2008,26042,24460,23847,23721,24234,26084,31049,36144,40102,40832,40181,38810,36157,36198,37096,37730,40738,42253,41610,39826,37787,34868,31423,28032
12/24/2008,25051,23781,22805,22567,22726,24081,27529,30950,33737,34650,33870,33167,31524,30443,30635,30984,34456,37213,37047,35076,31982,29828,28069,26214
12/25/2008,24406,22675,21005,20186,20105,20624,21852,22859,25084,27562,28846,29365,27369,24382,23678,24344,27407,29780,30108,30046,29712,28629,26794,24655
12/26/2008,22531,20986,20299,20053,20149,20730,21933,22679,24447,26869,27953,28684,27704,25817,25780,25711,28713,31293,31962,31827,31173,29642,27317,24971
12/27/2008,22888,21301,20604,20517,20803,21884,24273,26115,29279,31785,32145,32165,31386,30430,30547,30802,34035,36818,37069,36005,33867,31486,28564,25935
12/28/2008,23404,21988,21025,20705,20696,21218,22653,23831,26119,28691,29922,30433,29825,28428,28319,28661,31529,33859,34276,33877,32702,30777,27934,25281
12/29/2008,22967,21601,20920,20826,21103,22784,26610,30935,34992,36977,37065,36766,35125,34465,34860,35575,38326,40992,40333,38299,35966,33280,30091,26769
12/30/2008,23935,22441,21624,21413,21685,23224,26926,30645,34821,36533,36348,35844,34188,33507,34115,34679,37753,40522,40186,38382,36209,33488,30329,27095
12/31/2008,24350,22904,22009,21580,21947,23291,26308,29268,32422,34161,34002,33523,32154,31015,31248,31623,34757,37394,36714,34841,31801,29501,28027,26636
1/1/2009,26178,24893,23488,22307,21797,21778,22521,22659,23076,24620,26444,27837,27558,26063,25542,25770,28410,31270,32151,31874,31386,29960,27797,25449
1/2/2009,22811,21702,21094,21082,21516,22845,26096,28888,32261,34508,34818,34874,33777,32918,33276,33676,36835,39361,39599,37910,35934,33130,30183,26878
1/3/2009,24523,22940,22220,21884,22168,23107,25579,28198,30729,33003,33363,33293,32293,31179,31024,31614,34053,37317,37908,37021,34857,32302,29697,26829
1/4/2009,24259,22915,21989,21606,21663,22296,23711,24644,26786,29241,30202,30800,30041,28665,28380,28564,30735,34404,35281,35127,34076,32229,29729,26749
1/5/2009,24276,22781,22009,21887,22231,23500,26921,30158,34030,35958,36002,35819,34826,34061,34468,35068,37471,40709,40621,39080,36568,34091,31096,27807
1/6/2009,25453,23882,23035,22558,22573,23164,24830,25991,28088,30485,31727,32355,31427,29819,29794,29973,32158,35365,36253,35941,35277,33087,30312,26859
