# TERNA average load,,,,,,,,,,,,,,,,,,,,,,,,
# EOP or BOP unclear,,,,,,,,,,,,,,,,,,,,,,,,
# MW,,,,,,,,,,,,,,,,,,,,,,,,
# column is hour of day,,,,,,,,,,,,,,,,,,,,,,,,
Datestamp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
4/19/2012,30943,29275,28281,27920,28089,29446,33246,38580,43150,44778,44872,44858,42772,42037,42537,43013,43502,42023,41075,41948,43200,41155,37507,33975
4/20/2012,31246,29540,28668,28375,28418,29616,32966,38329,42819,44438,44704,44582,42377,41902,42712,42531,41771,40563,39134,39884,41926,40537,37193,33934
4/21/2012,30783,28682,27768,27319,27354,27957,28629,31765,35093,37200,37574,37040,36268,34935,34134,33195,32460,32758,33474,35155,36989,35341,32728,30283
4/22/2012,28030,26478,25267,24559,24577,24853,24024,25075,27596,30055,31733,32496,32170,30549,29694,29123,28634,28613,29272,31062,34237,34074,31937,29309
4/23/2012,26269,24763,24013,23745,24305,26178,30305,36150,41495,42571,43337,43446,40849,40789,41837,42255,42129,40600,39394,40126,42251,40260,36506,33194
4/24/2012,30104,28693,27803,27492,27813,29016,32464,37991,43041,44947,45189,44853,42086,41505,42630,42505,41917,40321,39636,40172,41759,39734,36250,33018
4/25/2012,30194,28183,27002,26235,25689,25404,24098,25513,27958,30254,31250,31493,31197,29911,29172,28687,28074,28206,28898,30839,34229,33886,31625,28887
4/26/2012,25860,24245,23570,23386,24116,26129,29678,35150,40044,41865,42287,42538,40292,39851,40562,40549,40319,38861,38012,38546,41068,39713,36384,32976
4/27/2012,29901,28083,27150,26885,26964,28204,30822,36087,40357,42207,42544,42387,40351,39606,40443,40358,39817,38339,37245,38178,40356,39148,35765,32767
4/28/2012,30129,28532,27573,26838,26759,27263,27425,30464,33662,35173,35490,35353,34119,32500,31775,31559,31633,31669,31846,33101,34999,34065,31769,29362
4/29/2012,27339,25673,24624,24103,23992,24090,23095,24426,26641,28683,29544,30298,30185,28761,28440,28259,27873,28191,28745,30200,32632,32657,30785,28503
4/30/2012,26002,24382,23623,23390,23518,24382,25707,28985,32389,34641,34835,35035,34782,34228,34605,35035,34331,33599,33132,33795,35703,34535,31651,29058
5/1/2012,26979,25269,24120,23401,23145,23100,22031,23346,25446,27873,28866,28782,28482,27253,26998,26234,26413,27117,28129,29438,32134,31711,29714,27103
